,SMILES
548,FC(F)c1n[nH]c(C(=O)NC[C@H](NC(=O)c2sccc2)CO)c1
549,FC(F)(F)c1cc([C@@H](O)C(=O)N2CCN(C)C(=O)CC2)ccc1
550,S(Cc1cc(C(F)(F)F)ccc1)C=1N(C)C(=O)c2sccc2N=1
551,O=C(N[C@@H](CNC(=O)c1cocc1)CC)c1[nH]c2sccc2c1
552,O=C1NC=Cn2c(CN(CCC)c3c(O)n(C)c(O)c3)nnc12
553,Fc1cc(O)c(Nc2c3NC(=O)CCc3ccc2)cc1
554,Clc1c(C(=O)N[C@@H](CNC(=O)c2[nH]cc(C#N)c2)CC)occ1
555,Clc1c([C@@H](O)CNC(=O)[C@](O)(C)c2ccccc2)ccc(Cl)c1
556,FC(F)(F)[C@H](O)[C@@H]1N(CC=2N=C3N=C(N)NN3C(=O)C=2)CCC1
557,Clc1cc(F)c([C@H](O)C(=O)NCC=2NC=CC(=O)C=2)cc1
558,O=C(NCCC(=O)N)C(=O)Nc1cc2N(C)C(=O)N(C)c2cc1
559,FC(F)(F)c1cc(NC(=O)NCc2[nH]nc(CO)n2)ccc1
560,Brc1ccc(C2(NC(=O)[C@@H]3C[C@@H](CC)NC(=O)C3)CC2)cc1
561,O=C(NC1(c2cc(C)ccc2)CCC1)C[C@H]1CC(=O)OC1
562,O=C1N2NC(N)=NC2=NC(CN2c3c(C4(C2)CC4)cccc3)=C1
563,O=C(N1CC=2C(=O)NC(C)=NC=2C1)c1cc(C#CCO)ccc1
564,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)C=1NN(C)C(=O)C=1
565,O=C(NC[C@H](NC(=O)c1[nH]c2c(c1)CCC2)C)[C@H]1NC(=O)NC1
566,O=C(NCC=1N=C(C2CC2)NC(=O)C=1)C=1NC(=O)C=CC=1
567,O=C(NCCc1[nH]c2c(c1)cccc2)c1cc(CC)c(O)cc1
568,Clc1cc2c([nH]c(C(=O)NC[C@H](O)c3ccc(F)cc3)c2)cc1
569,O=C(CCn1cccc1)N1C[C@@H]2N(C(=O)c3c2cccc3)CC1
570,O=C(NCCc1[nH]c2c(c1)cccc2)c1c2nc[nH]c2cnc1
571,O=C(NCCc1[nH]c2c(c1)cccc2)c1cc(CO)ccc1
572,Fc1cc(O)c(Nc2cc(C(=O)OC)c(OC)nc2)cc1
573,O=C(Nc1n(CCCCC)nc(C)c1)[C@@H]1C[C@H](CC)NC(=O)C1
574,FC(F)(F)c1cc([C@H](O)C(=O)N2C[C@@H](O)C[C@@H](C)C2)ccc1
575,S(Cc1ccc(CO)cc1)C=1N(CC)C(=O)c2c(N=1)cccc2
576,S(C)C1=NC(NC(=O)c2c3ncc(O)cc3ccc2)=CC(=O)N1
577,Fc1cc2c([nH]c(C(=O)NCCC=3NC(=O)SC=3)c2)cc1
578,Clc1c([C@@H](O)CNC(=O)c2cc(CC)c(O)cc2)c(F)ccc1
579,O=C(NC)[C@@H](NC(=O)CC[C@@]1(C)NC(=O)CC1)Cc1[nH]cnc1
580,BrC=1C(=O)NC(C)=C(C(=O)NCC[C@H]2CC(F)(F)CC2)C=1
581,Clc1c(NC(=O)[C@@H]2c3c(NC(=O)C2)cc(F)cc3)ccs1
582,O=C(N[C@H](CO)CNC(=O)[C@@]12[C@@H](C1)CCC2)C=1NC(=O)C=CC=1
583,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)c1[nH]ccc1
584,FC(F)c1n[nH]c(C(=O)N[C@@H](CNC(=O)c2sncc2)CC)c1
585,O=C(Nc1cc2N(C)C(=O)N(C)c2cc1)c1cc(C)c(O)cc1
586,FC(F)c1cc(C(=O)NCC2=CNC(=O)C=C2)c(F)cc1
587,O=C(NC[C@H](O)c1[nH]cnc1)C1(C)CCC(=O)CC1
588,S(=O)(=O)(NCC(=O)NC[C@H](O)c1c(F)cccc1F)NC
589,O=C1N2NC(N)=NC2=NC(CN2[C@H](CO)Cc3c2cccc3)=C1
590,Fc1cc(C(=O)Nc2c(O)cc3N(C)C(=O)N(C)c3c2)[nH]c1
591,Fc1cc(C(=O)N[C@@H](CNC(=O)[C@@H]2NC(=O)NC2)C2CC2)[nH]c1
592,Clc1cc(C(=O)NC[C@@H](NC(=O)c2[nH]ccc2)C2CC2)[nH]c1
593,Clc1c(Cl)cc(C(=O)NC[C@H](NC(=O)c2[nH]cc(F)c2)C)[nH]1
594,O=C(Nc1c(-c2occc2)nn(C)c1)[C@@H]1C[C@@H](CC)NC(=O)C1
595,Brc1ncc(NC(=O)[C@@H]2c3c(NC(=O)C2)cccc3)nc1
596,Fc1cc(C(=O)N[C@@H](CNC(=O)Cc2[nH]ncc2)C2CC2)[nH]c1
597,O=C(N[C@@H](CNC(=O)C=1NC(=O)N(C)C=1)C)[C@@H]1C(=O)NCC1
598,O=C([C@@H](O)c1cc2c(OCC2)cc1)N1C(N)=NC(=O)C(N)=C1
599,O=C(N)[C@@](NC(=O)[C@@H]1C[C@@H](CC)NC(=O)C1)(C)c1ccccc1
600,Clc1cc2c([nH]c(C(=O)NCCC=3NC(=O)SC=3)c2)cc1
601,S(=O)(=O)(NCC(=O)NC[C@@H](NC(=O)c1[nH]ccc1)C(C)C)CC
602,O=C1Nc2c(cc(Nc3cc4n(C)c(O)cc4cc3)cc2)C1
603,O(C)c1c(N(CC)CC=2N=C3N=C(N)NN3C(=O)C=2)cccc1
604,O=C(N[C@H](C)c1cc2c(n(C)c(O)c2)cc1)c1[nH]cc(C=O)c1
605,S(C)c1c(NC(=O)N2C[C@@H](C(=O)N)[C@@H](C(=O)N)C2)ccc(F)c1
606,O=C(NCCc1[nH]c2c(n1)cccc2)c1c2nc[nH]c2cnc1
607,Fc1cc(C(=O)NC[C@H](NC(=O)[C@@H]2C(=O)NCC2)CC)[nH]c1
608,FC1(F)C(=O)CCN(C(=O)[C@@H](O)c2cc3c(OCC3)cc2)C1
609,Clc1cc(F)c([C@H](O)C(=O)NCC=2NC(=S)NC(=O)C=2)cc1
610,Brc1cc(O)c(NC(=O)[C@H]2CC(=O)NCC2)cc1
611,O=C(N[C@H](CNC(=O)C=1NC(=O)SC=1)C1CC1)[C@@H]1NC(=O)NC1
612,O=C(NC1(c2scc(C)n2)CCCC1)C=1C=C(C)NC(=O)C=1
613,O=C(NCc1[nH]nc(CC)n1)[C@@H]1c2c(C(=O)CC1)cccc2
614,BrC=1C(=O)NC(C)=C(C(=O)NCc2cc(C(F)F)ccc2)C=1
615,Fc1ccc([C@@H](O)[C@@H](NC(=O)c2c3nc[nH]c3ccc2)C)cc1
616,O=C(N(CC=1NC(=O)C=CC=1)C)c1nc2NC(=O)Nc2cc1
617,Clc1cc(C(=O)NC[C@H](O)CNC(=O)[C@@H]2NC(=O)CCC2)[nH]c1
618,FC(F)c1n[nH]c(C(=O)NC[C@H](NC(=O)Cc2[nH]ncc2)C)c1
619,O=C(NCC=1NC=CC(=O)C=1)c1c2c(cc(O)cc2)ccc1
620,O=C(NCCc1[nH]c2c(n1)cccc2)c1cc(C)c(O)cc1
621,O=C(NC1(c2cc(C)ccc2)CCC1)CC[C@]1(C)NC(=O)CC1
622,O=C(NC1(c2cc(C)ccc2)CCC1)C[C@@H]1CC(=O)OC1
623,O=C(N[C@@H](CNC(=O)c1c[nH]cc1)CC)c1[nH]c2c(scc2)c1
624,FC(F)(F)c1cc(CC(=O)NCC=2NC=CC(=O)C=2)ccc1
625,Fc1cc(O)c(NC2=CN(C)C(=O)C=C2)cc1
626,O=C(N[C@H](CO)CNC(=O)C1=CCCC1)c1[nH]c2c(scc2)c1
627,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)C=1NC=CC(=O)C=1
628,O=C(Nc1c(-c2occc2)nn(C)c1)[C@@H]1C[C@H](CC)NC(=O)C1
629,Clc1c([C@@H](O)CNC(=O)c2[nH]c3c(c2)CCCC3)ccc(Cl)c1
630,Clc1[nH]c(C(=O)NC[C@H](NC(=O)c2[nH]cc(C#N)c2)CO)cc1
631,FC(F)(F)CN1C(=O)NC(=O)C(CNC(=O)c2[nH]cc(F)c2)=C1
632,O=C(N[C@@H](CO)CNC(=O)c1[nH]cc(C#N)c1)c1n(C)ncc1
633,Fc1cc2NC(=O)C=C(C(=O)NCC3=CNC(=O)C=C3)c2cc1
634,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)c1ncnc(C)c1
635,Clc1c(C(F)(F)F)cc(C(=O)NC[C@@H](O)c2[nH]cnc2)cc1
636,BrC=1C(=O)NC=CC=1CC(=O)NC[C@H](O)c1c(Cl)cc(Cl)cc1
637,FC(F)(F)c1c(F)ccc(C=2c3c(C(=O)N(C)C=2)cccc3)c1
638,Brc1cnc(C2(NC(=O)N[C@H]3[C@H](C)NC(=O)CC3)CCC2)nc1
639,O=C(Nc1c(-c2ccccc2)nn(C)c1)[C@H]1CNC(=O)CC1
640,O=C(NC[C@H](NC(=O)c1[nH]cc(C#N)c1)CC)[C@@H]1C(=O)NCC1
641,O=C(NCC[C@@H]1CC(=O)NC1)NC[C@H]1CN(CCC)C(=O)C1
642,Clc1cc(C2(NC(=O)N[C@@H]3C(=O)NCC3)CCCC2)ccc1
643,FC(F)COc1c(NC(=O)[C@@H]2C[C@H](C)NC(=O)C2)ccc(F)c1
644,FC(F)COc1c(NC(=O)[C@@H]2C[C@@H](C)NC(=O)C2)ccc(F)c1
645,Fc1cc2NC(=O)C=C(C(=O)NCc3scc(CO)n3)c2cc1
646,Fc1cc(C(=O)NC[C@@H](NC(=O)[C@H]2CC(=O)NCC2)CC)[nH]c1
647,Fc1ccc([C@@H](O)[C@H](NC(=O)c2cc(CC)c(O)cc2)C)cc1
648,Clc1c(Cl)cc(C(=O)N[C@@H](CNC(=O)c2[nH]ccn2)CC)[nH]1
649,Fc1c([C@@H](O)CNC(=O)Cc2nn(CC)cc2)c(F)ccc1
650,O=C(NCC=1NC=CC(=O)C=1)c1cc(C)c(O)cc1
651,Clc1cc(C(=O)NC[C@@H](NC(=O)[C@@H]2NC(=O)OC2)CC)[nH]c1
652,O=C(NC[C@H](NC(=O)c1[nH]c2c(c1)CCC2)CC)c1sncc1
653,O=C(NCC=1NC=CC(=O)C=1)CC[C@@H]1C(=O)NC(=O)N1
654,FC(F)c1n[nH]c(C(=O)NC[C@H](NC(=O)c2cocc2)CO)c1
655,Clc1c(Cl)cc(C(=O)N[C@@H](CNC(=O)c2ocnc2)CC)[nH]1
656,Fc1cc(CO)cc(-c2cc(C(=O)N)nc(C(=O)N)c2)c1
657,S(C)C1=NC(NC(=O)c2[nH]cc(F)c2)=CC(=O)N1
658,O=C(NC1(c2cc(OC)ccc2)CC1)[C@@H]1C[C@H](CC)NC(=O)C1
659,O=C1N2NC(N)=NC2=NC(CN[C@H](CC#N)CC)=C1
660,O=C(NCC=1NC=CC(=O)C=1)[C@](O)(CN1C(=O)C=CC=C1)C
661,FC(F)(F)CNCC(=O)N[C@@H](COC(=O)N)Cc1ccccc1
662,O=C(Nc1n(CC)nc(C)c1)[C@@H]1c2c(NC(=O)C1)cccc2
663,O=C(NCC=1NC(=O)C=CC=1)[C@H]1C[C@](O)(c2ccccc2)CC1
664,O=C(N[C@@H](CNC(=O)c1cocc1)CC)c1[nH]c2c(c1)CCC2
665,S(=O)(=O)(NCC(=O)N[C@H](CO)c1c(F)cc(F)cc1)NC
666,FC(F)(F)c1cc([C@H](O)C(=O)N2CC(O)(C(=O)N)C2)ccc1
667,Fc1cc(C(=O)N[C@H](CNC(=O)C=2NC(=O)N(C)C=2)C)[nH]c1
668,Fc1c(c(F)cc(CO)c1)-c1cc2c(C(C)(C)NC(=O)C2)cc1
669,Fc1c([C@H](NC(=O)[C@](O)(C)c2ccccc2)[C@H](O)C)cccc1
670,O=C(NC1(c2scc(C)n2)CCC1)C[C@@H]1NC(=O)CCCC1
671,BrC=1C(=O)NC=C(C(=O)Nc2c(-c3ccccc3)nn(C)c2)C=1
672,O=NC1=C(Nc2cc(CO)cc(C)c2)N=C(N(C)C)NC1=O
