Index,mol_min,Chemical name,DILI_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_Sum_float,Transporter_binary_score,Binary_Characterization
70,ClCc1ccccc1,Chlorotoluene,1,19.167551,1,1,0,0,0,0,6,0,15,0,0,8,8,19.30039,1.2866926,0,0,7,1,0,7,0,0,0,0,0,2.1889248,-2.2593451,-0.56282878,0.62086058,2.2336905,-2.0652173,-0.4577623,0.72592562,2.4434574,-1.9526559,-0.42736298,0.76544625,2.5455,8.0724487,1,0.125,6,15,0,8,2,1,0.125,9,0,5.8199911,5.2277517,4.0938582,4.8199911,3.9318516,3.0660207,2.2642369,3.2247448,0,0,0.74790078,5,0,-0.755063,-0.35734224,0.065738261,1.957469,-0.55915993,-0.23532219,0.21210356,2.1525915,-0.44027984,-0.19206803,0.21633457,2.2665823,6.125,3.1111112,1.8,5.345221,2.6551583,1.5063654,1.7740511,0,0,1,0,2.632,-2.1237199,3.698925,1,1,6,1,1,1,0,1.184,-1.184,0.45273316,-0.45273316,0.13708918,0.26593345,19.543293,21.326929,0,0,0,0,0,2.2085397,61.274521,29.581947,0,0,0,0,1,0.69485086,0,0,0.30514917,0,133.93523,93.065002,0,0,40.870224,0,0.40000001,0.66666669,1.184,-1.184,0.36655405,0.24493243,0.69690973,0.69485086,0.22086756,0.30309027,0.30514917,0.08222273,93.340759,93.065002,29.581947,40.594467,40.870224,11.01252,3,1,1,0.36655405,0.24493243,1,2.6918001,0,0,0,0,3.185575,0,0,88.215919,0,58.332081,3.6204,0,0,0,3.185575,0,107.39936,0,39.148643,0,0.8112781,4,2.0596514,5.6422834,133.93523,169.25507,0,0,0,0,128.95267,0,0,126.586,64,7,34,0.26328686,0,0.013331412,0,0,0,0,0,0,0,0.27661827,0,1
71,Clc1cc\2c(Sc3c(cccc3)/C/2=C\CCN(C)C)cc1,Chlorprothixene,1,49.862274,0,0,2,2,1,0,12,0,39,0,1,21,20,56.013386,1.4362407,0,0,18,1,0,18,0,1,0,0,1,1.6960737,-2.6080532,-0.57377172,0.60925937,2.49611,-2.6599998,-0.42244193,0.78233451,2.5494485,-2.3221893,-0.37324861,0.83087158,2.7780197,24.357725,3,0.13043478,12,41,1,23,6,3,0.13043478,28,0,14.819627,13.838867,11.033015,12.53517,10.147867,8.2646542,5.2623076,7.1910715,0,0,0.73997539,9,0,-0.86317545,-0.37256813,0.036361881,2.5555267,-0.95305705,-0.23776637,0.1738694,2.713439,-0.51698613,-0.17533769,0.2136493,2.8684103,15.879017,7.0507812,3.6734693,13.93837,6.146472,3.1853917,4.0796094,1,0,1,1,5.0770001,-4.7599001,9.2804031,0,1,17,1,3,3,1,2.585,-2.585,0.96524698,-0.96524698,0.066145539,0.31914383,68.73513,34.123089,0,0,0,0,0,110.82393,98.362183,0,0,0,0,0,1,0.67037302,0,0,0.32962695,0,312.04434,209.18611,0,0,102.85822,0,0.44444445,0.80000001,2.585,-2.585,0.10444874,0.31334624,0.70617884,0.47938809,0.10259928,0.29382116,0.52061188,0.19122188,220.3591,149.59033,32.015522,91.685226,162.45399,59.669704,5,0,3,0.10444874,0.31334624,0.047619049,5.00529,0,3.1243138,0,21.625153,6.37115,68.895844,3.5006065,141.14548,18.868406,71.368187,9.1205997,0,3.1243138,6.2870431,9.8717566,0,160.01389,18.439579,137.16257,3.24,0.48250595,5.523562,3.0589597,8.5100098,312.04434,426.86282,0,0,0,0,299.23203,0,0,315.86798,896,33,110,0.64607781,1,0.5824917,1,0,0,0,0,0,0,1.2285695,2,1
72,Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(=O)\C(=C(/O)\N)\C(=O)[C@H]4N(C)C)C3=O)[C@@]2(O)C)c(O)cc1,Chlortetracycline,1,64.852242,0,0,3,4,9,0,6,0,56,9,18,33,19,97.062454,1.7332581,0,0,22,1,0,23,0,2,8,0,0,1.8372883,-2.779634,-0.5814209,0.59287548,2.8571186,-2.8853145,-0.51481134,0.631387,2.8300619,-2.5484955,-0.37895527,0.79651475,3.0837693,29.757761,1,0.027777778,6,59,5,36,4,1,0.027777778,48,0,24.781574,18.713129,13.093858,14.204225,15.183205,10.453869,6.7152143,8.0763693,5,0,0.8537448,11,0,-0.84903878,-0.44112825,0.050812826,3.1274064,-1.3397632,-0.367203,0.071902379,3.1237776,-0.52429909,-0.22973137,0.24638526,3.3688691,26.074074,8.542222,3.4778409,21.711193,7.0700865,2.8658676,4.651516,10,7,1,1,0.421,-3.1258099,11.442003,0,1,22,0,4,2,3,7.1110001,-7.1110001,3.5161746,-3.5161746,0.062113214,0.10908365,66.595383,32.859158,32.396095,8.458519,68.537903,0,0,98.43618,29.581947,0,0,0,47.351883,38.8377,0.63426131,0.50633562,0.20373151,0.36573866,0.49366435,0.16200717,268.32727,214.2077,86.189583,154.72748,208.84706,68.537903,0.45454547,0.83333331,7.1110001,-7.1110001,0.069610462,0.12656447,0.45622319,0.34203234,0.20373151,0.54377681,0.65796763,0.3400453,193.0074,144.69841,86.189583,230.04736,278.35635,143.85779,6,0,4,0.069610462,0.12656447,0.42424244,0.59390002,109.05286,20.187147,75.568619,50.770454,15.192742,76.980125,3.5006065,40.529797,18.868406,77.718086,11.52384,71.586647,79.279991,59.592045,30.282904,38.140617,54.154774,17.062834,138.26903,181.62,0.3512581,6.1699252,3.217005,9.8600368,423.05478,560.92285,0,0,0,17.742489,215.60237,38.325089,126.27785,478.88498,2546,79,192,0.25989085,0,0.5,1,0.1,0,0,0,0,0,0.85989088,1,1
73,Clc1ccc(cc1)C(=O)c1ccc(OC(C(=O)NCCS(O)(=O)=O)(C)C)cc1,Cholestyramine,0,57.76786,0,0,3,5,6,0,12,0,48,4,10,28,18,85.419243,1.7795675,0,0,19,1,0,20,0,1,6,0,1,1.7308832,-2.5592773,-0.64241624,0.67538625,2.6373572,-2.7710862,-0.54414344,0.75864643,2.5301025,-2.3261368,-0.49986199,0.85431087,2.8762522,33.25214,8,0.27586207,12,49,2,29,6,9,0.31034482,35,0,20.949383,16.88011,11.533015,13.03517,12.976982,10.293479,5.8927345,7.7213283,0,0,0.83990479,17,0,-0.81461608,-0.38409019,0.082353115,2.573509,-1.1634331,-0.38528353,0.15138549,2.6035039,-0.51488739,-0.21605732,0.20452377,2.8313825,24.271107,10.346939,7.9867673,20.790535,8.8097553,6.771049,6.5414119,7,2,1,0,2.8239999,-5.0899,10.738965,0,1,12,1,2,8,0,5.592,-5.5939999,2.4658797,-2.4658797,0.10269377,0.13960092,34.52914,72.949333,21.723097,17.077532,10.677375,12.949531,0,135.53459,29.581947,0,0,32.016521,27.133842,12.849528,0.76505768,0.58256352,0.17689416,0.23494233,0.41743648,0.058048166,311.39563,237.11642,71.999893,95.626801,169.90601,23.626905,0.47058824,0.8888889,5.592,-5.5939999,0.24642347,0.13049696,0.66327107,0.49044243,0.17689416,0.33672896,0.5095576,0.15983479,269.96619,199.62108,71.999893,137.05624,207.40137,65.056343,9,1,2,0.24642347,0.13049696,1,2.1666999,51.941391,59.118084,32.445366,35.673141,30.233366,0,3.5006065,141.14548,0,111.04411,10.50488,95.896118,33.930641,18.01075,15.115185,0,141.14548,46.619537,114.38382,109.77,0.38060221,5.8579812,3.8501065,9.2776794,407.02243,507.06818,29.637598,0,0,5.6825762,270.34622,32.920834,83.344955,425.88901,2446,40,142,0.13064258,0,0.14371349,0,0.4,0,1,0,1,0,2.674356,0,0
74,P(O)(O)(=O)CO[C@@H](CN1C=CC(=NC1=O)N)CO,Cidofovir,0,35.157101,0,0,2,4,7,0,0,0,32,5,12,18,6,62.432369,1.9510115,0,0,8,0,0,14,0,3,6,1,0,2.3840733,-2.5837543,-0.6412251,0.66391587,2.6240852,-2.7300973,-0.87911808,0.55184132,2.605478,-2.3527889,-0.5009414,0.76749414,2.849936,29.256899,6,0.33333334,0,32,3,18,8,6,0.33333334,29,0,13.759149,10.233175,4.8533711,5.2675848,8.3146801,6.7135625,1.4385051,1.7247449,1,0,0.91548944,10,0,-0.84399021,-0.44582796,0.12694697,2.4149592,-1.3703825,-0.54060745,0.038386546,2.3613527,-0.51971859,-0.24286275,0.21778481,2.6479392,16.055555,6.9632001,6.1440001,14.299807,6.1569452,5.4035311,4.8912849,9,5,1,0,-2.842,0.51609999,6.2462077,0,1,6,1,1,6,1,6.2090001,-6.2090001,2.719548,-2.719548,0.12881625,0.14428651,16.745916,58.00132,45.274609,33.709831,10.324173,0,31.10754,12.254904,0,0,5.6825762,29.296057,0,36.781929,0.61490744,0.30093777,0.23668693,0.38509256,0.69906223,0.14840563,171.66916,84.015465,66.077988,107.5097,195.16339,41.431713,0.5,1,6.2090001,-6.2090001,0.2000322,0.13689806,0.24138394,0.36092052,0.25704154,0.75861603,0.63907945,0.50157452,67.38929,100.76138,71.760559,211.78957,178.41748,140.02901,5,1,1,0.2000322,0.13689806,1,-2.2646,123.33012,10.28219,17.468536,57.462929,0,16.78553,0,34.85754,0,38.661686,6.1047802,57.295868,87.909004,0,6.4686494,32.897186,34.85754,64.620804,14.799472,145.67999,0.50325835,5.1699252,3.1411867,8.0317802,279.17886,304.96146,21.753254,0,0,17.742489,110.50349,42.298103,100.25008,279.189,665,22,86,0.012763335,0,0.04701177,0,0.1,0,0,0,0,0,0.15977511,0,0
75,O(C(=O)C=1[C@@H](C(C(OC\C=C\c2ccccc2)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCOC,Cilnidipine,1,74.004204,0,0,2,3,3,0,12,0,64,1,4,36,26,99.360619,1.5525097,0,0,27,0,0,28,0,2,7,0,0,1.7172841,-2.5143552,-0.50515521,0.57240611,2.5405293,-2.5560918,-0.40580076,0.66926306,2.5852745,-2.2412739,-0.38195479,0.7024129,2.8150864,40.189796,10,0.2631579,12,66,6,38,5,12,0.31578946,48,0,26.078775,20.354475,16.549524,18.672998,17.328606,11.307858,8.1283331,10.845772,1,0,0.75401026,17,0,-0.81226003,-0.40065211,0.058154747,2.7966504,-1.0865439,-0.26386139,0.13745588,2.8475835,-0.51365381,-0.19878735,0.17731968,3.0573258,30.540167,15.555555,8.757576,22.437916,11.320912,6.3312874,7.056047,9,1,1,0,4.7127399,-6.4098201,13.467249,1,1,19,0,3,10,2,6.4840002,-6.4840002,2.9295554,-2.9295554,0.099737316,0.12994923,97.181351,134.18964,8.6190128,0,0,36.11655,0,41.912434,110.29414,0,0,0,61.201782,7.5112681,0.78908634,0.44448286,0.13824835,0.21091364,0.55551714,0.072665289,392.19656,220.91962,68.713051,104.8296,276.10654,36.11655,0.47058824,0.8888889,6.4840002,-6.4840002,0.13988279,0.092535473,0.61192477,0.44975844,0.16290481,0.3880752,0.55024153,0.2251704,304.14264,223.54172,80.967957,192.88353,273.48444,111.91558,9,1,3,0.13988279,0.092535473,1,4.2758002,18.01075,22.576544,80.724098,113.71378,6.37115,47.268513,4.4107962,176.43184,17.643185,69.408775,13.36431,87.809715,0,68.945755,22.666592,2.7567475,176.43184,95.912888,102.0359,119.68,0.32203031,6.2479277,3.7816811,10.072918,497.02615,653.21124,29.637598,0,0,5.6825762,369.71359,68.35556,35.320175,492.52798,4144,57,178,0.40131408,0,0.85196543,1,1,1,3,1,4,1,9.2532797,4,1
76,Clc1c(cccc1Cl)[C@H]1C(C(OCOC(=O)CCC)=O)=C(NC(C)=C1C(OC)=O)C,Clevidipine,0,62.568237,0,0,2,3,3,0,6,0,53,1,4,30,19,89.789421,1.69414,0,0,21,2,0,23,0,1,6,0,0,2.2426484,-2.5092013,-0.40461832,0.35700297,2.5363936,-2.5183117,-0.18433306,0.44615695,2.5988755,-2.2673347,-0.13912158,0.5973419,2.8130651,35.265762,7,0.22580644,6,54,5,31,4,10,0.32258064,43,0,22.421921,18.647999,13.430721,14.593493,14.221652,10.014939,6.1707025,7.5865521,1,0,0.82468659,13,0,-0.81082898,-0.41792092,-0.049978692,2.7144001,-1.0865384,-0.26918676,0.070714273,2.7806549,-0.52304268,-0.1497705,0.19095948,2.9846361,26.253902,12.296376,6.5152354,22.52895,10.493357,5.5380998,7.8801441,7,1,1,0,4.7410002,-5.50983,11.539027,0,1,12,1,2,7,1,4.8720002,-4.8720002,2.4414501,-2.4414501,0.1203991,0.12899773,111.23055,43.162582,8.6190128,21.201273,0,44.125496,0,60.66011,102.42138,0,0,0,45.845165,2.503756,0.78972065,0.48077571,0.10994155,0.21027938,0.51922429,0.10033783,347.29492,211.43042,48.348923,92.474419,228.33893,44.125496,0.46153846,0.85714287,4.8720002,-4.8720002,0.14490969,0.12315271,0.66506904,0.37361005,0.10994155,0.33493096,0.62638992,0.2249894,292.47696,164.30225,48.348923,147.29236,275.46707,98.943443,7,0,2,0.14490969,0.12315271,1,4.2452002,18.01075,23.236393,104.58631,22.984112,3.185575,47.268513,11.412009,52.929554,37.736813,178.27533,11.17137,104.58631,0,18.01075,26.482229,0,90.666367,46.220505,213.65919,90.93,0.36176345,5.9541965,3.4653907,9.5539312,439.76935,553.32776,40.700764,0,0,5.6825762,293.36288,79.945221,46.383339,456.32199,2375,51,148,0.32038456,0,0.29888269,0,0.2,0,3,1,1,0,4.8192673,1,0
77,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,Clocortolone,0,63.335205,0,0,2,2,4,0,0,0,56,2,6,28,22,84.498444,1.5089008,0,0,22,1,1,28,0,0,4,0,0,1.7674142,-2.9036858,-0.51192081,0.48087466,2.9839771,-2.9180033,-0.44605613,0.54449993,3.0070646,-2.6644385,-0.32335097,0.66791177,3.2265646,34.148796,2,0.064516127,0,59,4,31,5,2,0.064516127,55,0,20.645901,17.247362,14.02458,14.6459,13.001908,10.480289,8.71245,9.4854002,9,0,0.78651083,12,0,-0.7978577,-0.39410213,0.012764722,3.3521001,-0.92157149,-0.3211323,0.022327561,3.3930855,-0.53786308,-0.22333689,0.15861207,3.5804553,21.240376,6.75,2.640625,19.598719,6.2090211,2.423646,4.3460307,4,2,1,0,3.1900001,-4.6484098,10.487569,1,1,20,1,4,2,0,3.9649999,-3.9660001,2.1758652,-2.1758652,0.096498542,0.17923652,81.042336,34.76263,20.418549,16.917038,20.648346,0,0,52.822289,68.49794,29.581947,0,11.908636,27.133842,15.535081,0.80165535,0.54177886,0.14390212,0.19834465,0.45822114,0.054442536,304.04272,205.47972,54.577557,75.225906,173.78889,20.648346,0.5,1,3.9649999,-3.9660001,0.13644388,0.17145739,0.57414931,0.32465842,0.26003456,0.42585069,0.67534155,0.16581614,217.75682,123.13276,98.622948,161.51181,256.13586,62.888863,6,1,4,0.13644388,0.17145739,0.32142857,2.9981,50.770454,11.375222,64.539322,20.926258,17.643185,3.185575,0,52.929554,56.605217,154.08681,10.35086,47.724434,65.730568,17.643185,20.000463,0,109.53477,32.301479,139.12669,74.599998,0.39893496,5.9541965,3.1469295,9.3652163,379.26862,522.4505,27.133842,0,0,0,275.14743,16.917038,54.267685,410.91299,1674,66,166,0.1514679,0,0.40021777,0,0.4,0,0,0,0,0,0.95168567,0,0
78,Clc1cc2c(NC(=O)[C@H](N=C2c2ccccc2)C(O)=O)cc1,Clorazepate,1,42.280724,0,0,2,2,4,0,12,0,33,3,7,22,14,57.656372,1.7471627,0,0,16,1,0,11,0,2,3,0,0,1.8379061,-2.2748244,-0.61484659,0.62042606,2.4640384,-2.5067484,-0.55044478,0.81458765,2.4111233,-1.999974,-0.42199406,0.86327994,2.7315397,16.341276,2,0.083333336,12,35,3,24,2,2,0.083333336,20,0,15.68987,12.04097,8.6961527,10.275657,10.558551,6.9066753,4.7260675,6.6161566,1,0,0.82771039,8,0,-0.80659395,-0.4434661,0.091797657,2.5067124,-1.0085018,-0.3745769,0.16734481,2.5731573,-0.43089396,-0.22334498,0.24839769,2.8185577,16.84375,7.2664361,3.7530863,12.198901,5.1748714,2.6403098,2.8694432,5,2,1,0,2.5380001,-4.6335201,8.2911777,0,1,18,1,3,2,0,4.4099998,-4.4099998,1.9269291,-1.9269291,0.15242371,0.17088434,8.9368258,51.787575,0,8.6190128,13.470133,27.65803,0,36.764713,90.856468,0,0,0,32.816418,7.9044313,0.70643824,0.60377979,0.14605044,0.29356176,0.39622018,0.14751132,196.9646,168.34203,40.720848,81.849014,110.47158,41.128162,0.5,1,4.4099998,-4.4099998,0.14943311,0.15782313,0.65149629,0.60377979,0.14605044,0.34850371,0.39622018,0.20245327,181.64603,168.34203,40.720848,97.16758,110.47158,56.446728,4,0,3,0.14943311,0.15782313,1,2.5827,0,33.771748,51.706402,25.385227,6.37115,16.78553,3.5006065,141.14548,0,41.905392,8.3586502,47.724434,16.78553,25.385227,13.853725,20.767498,141.14548,15.760995,39.148643,78.760002,0.46637034,5.5849624,2.8884017,8.6776772,278.8136,380.23929,19.249496,0,0,5.6825762,178.38583,34.357582,52.065914,314.728,937,39,116,0.377709,0,0.33714023,0,0,0,0,0,0,0,0.71484923,0,1
79,Clc1ccc(cc1)/C(=N/OCCN)/CCCCOC,Clovoxamine,1,44.626652,1,0,0,1,3,0,6,0,40,1,4,19,14,63.335487,1.5833873,0,0,14,1,0,21,0,2,2,0,0,2.3059666,-2.5940621,-0.58666027,0.561643,2.5646679,-2.6892669,-0.36512351,0.80591482,2.6541088,-2.3503165,-0.25305071,0.85431087,2.81374,26.549347,9,0.47368422,6,40,1,19,7,9,0.47368422,33,0,13.924439,12.026996,9.052042,9.8031187,9.2743874,6.7918949,4.4249206,5.3745747,0,0,0.74052352,11,0,-0.8308084,-0.38367805,0.017614402,2.4549842,-1.363206,-0.26386139,0.16445385,2.5399656,-0.52650982,-0.10495398,0.19305076,2.7192073,17.052631,10.747934,7.3727999,15.368615,9.6274424,6.5727472,7.7873926,4,2,1,0,2.888,-2.77109,7.9418769,0,1,7,1,1,9,0,3.0569999,-3.0569999,1.4524354,-1.4524354,0.081442803,0.26367432,91.784111,68.570091,17.238026,0,0,0,0,52.822289,54.091755,10.885262,0,5.9023595,0,9.1548758,0.95149851,0.42794997,0.048501514,0.048501514,0.57205003,0,295.39154,132.85654,15.057235,15.057235,177.59222,0,0.45454547,0.83333331,3.0569999,-3.0569999,0.11776251,0.32384691,0.61999321,0.3367514,0.083564505,0.38000679,0.6632486,0.2964423,192.47612,104.54406,25.942497,117.97264,205.90471,92.030144,6,1,1,0.11776251,0.32384691,0.63157892,2.8361001,32.897186,2.7567475,22.218651,60.292095,3.185575,54.78373,3.5006065,70.572739,56.605217,39.148643,7.8722401,22.218651,19.399862,0,6.6861815,32.897186,127.17796,63.048843,74.532509,56.84,0.48546076,5.2479277,3.2848589,8.1920528,310.44876,384.57523,13.389018,0,0,0,247.04459,12.601911,31.131508,284.78699,820,22,82,0.14352916,0,0.047857303,0,0.1,0,0,0,0,0,0.29138646,0,1
80,Clc1cc2NC(N3CCN(CC3)C)=C3C(=Nc2cc1)C=CC=C3,Clozapine,1,50.929066,0,0,2,2,2,0,6,0,42,1,3,23,17,62.708057,1.493049,0,0,18,1,0,19,0,4,0,0,0,1.5438303,-2.7495205,-0.55997419,0.60018831,2.6482685,-2.8659782,-0.45215678,0.73731059,2.5515823,-2.4640524,-0.37053332,0.81695938,2.9277475,27.130934,1,0.03846154,6,45,4,26,2,1,0.03846154,35,0,15.811191,13.845413,10.869879,12.242276,11.20351,8.265276,4.8153839,6.4494896,0,0,0.74258256,10,0,-0.85621661,-0.38528615,0.052316118,2.7144053,-0.9610889,-0.29688707,0.15409587,2.7750466,-0.51391512,-0.18482554,0.20400475,3.0108931,16.467455,7.0869246,3.52,12.901339,5.486237,2.7003298,3.0773826,4,1,1,0,2.8340001,-4.2621298,9.1830454,0,1,23,1,4,3,0,4.0890002,-4.0900002,1.457476,-1.457476,0.092338979,0.20781974,113.11638,54.447369,8.6190128,0,0,0,0,72.258308,66.346657,0,0,5.8194671,0,0,0.9818486,0.45047158,0.018151393,0.018151393,0.54952842,0,314.78772,144.42442,5.8194671,5.8194671,176.18277,0,0.5,1,4.0890002,-4.0900002,0.10295916,0.20488998,0.69699365,0.37798822,0.018151393,0.30300635,0.62201178,0.28485498,223.46117,121.18575,5.8194671,97.146019,199.42145,91.326553,5,0,4,0.10295916,0.20488998,1,3.4230001,0,27.016127,0,73.758316,0,55.196213,3.5006065,123.50229,0,44.66214,9.6545696,0,23.034157,0,9.014102,23.524246,123.50229,76.51506,72.04583,30.870001,0.46357921,5.7004399,3.0642488,8.7875357,320.60721,440.12747,5.6825762,0,0,5.6825762,275.46628,17.890114,11.365152,326.83099,1082,41,126,0.24731895,0,0.47836819,0,0.2,0,0,0,0,0,0.92568713,0,1
81,O=C(N1CCc2[nH]c(nc2-c2c1cccc2)C)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,Conivaptan,0,79.660622,0,0,3,4,4,0,29,0,64,3,7,38,29,91.788567,1.4341964,0,0,32,0,0,26,0,4,2,0,0,1.0267067,-2.4899213,-0.6426791,0.68984658,2.5142899,-2.5839162,-0.53807992,0.76649058,2.5341806,-2.2047598,-0.47303361,0.85431087,2.8125761,34.959381,5,0.11627907,29,69,2,43,2,6,0.13953489,38,0,26.061903,20.940092,18.229168,21.363232,18.580521,12.609208,9.9903049,13.901415,0,0,0.7144931,19,0,-0.84218198,-0.38881707,0.079732276,2.7597127,-0.99367774,-0.26386139,0.16445385,2.8555422,-0.49980703,-0.21605732,0.19305076,3.0645623,28.135208,12.886858,6.2782006,18.634314,8.4317665,4.0728688,4.1347418,6,2,1,1,5.8210001,-8.9737301,14.896384,0,1,34,0,6,4,3,5.6110001,-5.6110001,2.6657388,-2.6657388,0.097127944,0.12952176,71.776062,85.910667,11.190562,17.238026,0,25.899061,0,96.694183,134.80394,0,0,5.6825762,27.133842,0.27378201,0.8762297,0.55515492,0.069429316,0.1237703,0.44484511,0.054340988,417.61343,264.58832,33.090199,58.989262,212.01437,25.899061,0.47368422,0.89999998,5.6110001,-5.6110001,0.096952416,0.10158617,0.79861158,0.52032065,0.083198979,0.20138843,0.47967935,0.11818945,380.62042,247.98622,39.652859,95.982269,228.61647,56.329414,10,0,6,0.096952416,0.10158617,1,6.5072899,3.1243138,45.313847,16.78553,18.439579,59.180252,18.868406,0,312.24762,0,38.839512,15.04144,47.724434,16.78553,19.909843,11.455817,35.837719,318.80255,28.957146,33.326015,78.089996,0.325683,6.4262648,3.9878411,10.178023,476.60269,697.81781,27.133842,0,0,5.6825762,372.10178,37.089626,44.181568,498.586,5138,68,208,0.29374659,0,0.77256215,1,1,1,3,1,4,1,9.066309,4,0
